"","title","author","school","sentence_spacy","sentence_str","original_publication_date","corpus_edition_date","sentence_length","sentence_lowered","tokenized_txt","lemmatized_str","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"579","The Order Of Things","Foucault","continental","It is no doubt because of this that History becomes so soon divided, in accordance with an ambiguity that it is probably impossible to control, into an empirical science of events and that radical mode of being that prescribes their destiny to all empirical beings, to those particular beings that we are.","It is no doubt because of this that History becomes so soon divided, in accordance with an ambiguity that it is probably impossible to control, into an empirical science of events and that radical mode of being that prescribes their destiny to all empirical beings, to those particular beings that we are.",1966,2002,305,"it is no doubt because of this that history becomes so soon divided, in accordance with an ambiguity that it is probably impossible to control, into an empirical science of events and that radical mode of being that prescribes their destiny to all empirical beings, to those particular beings that we are.","['it', 'is', 'no', 'doubt', 'because', 'of', 'this', 'that', 'history', 'becomes', 'so', 'soon', 'divided', 'in', 'accordance', 'with', 'an', 'ambiguity', 'that', 'it', 'is', 'probably', 'impossible', 'to', 'control', 'into', 'an', 'empirical', 'science', 'of', 'events', 'and', 'that', 'radical', 'mode', 'of', 'being', 'that', 'prescribes', 'their', 'destiny', 'to', 'all', 'empirical', 'beings', 'to', 'those', 'particular', 'beings', 'that', 'we', 'are']","-PRON- be no doubt because of this that history become so soon divide , in accordance with an ambiguity that -PRON- be probably impossible to control , into an empirical science of event and that radical mode of be that prescribe -PRON- destiny to all empirical being , to those particular being that -PRON- be .",0,0,0,1,0,2,0,1,2,0
"580","A Treatise Of Human Nature","Hume","empiricism","And the illustrations upon it.","And the illustrations upon it.",1739,2003,30,"and the illustrations upon it.","['and', 'the', 'illustrations', 'upon', 'it']","and the illustration upon -PRON- .",0,0,0,0,0,0,0,0,0,0
"581","Philosophical Investigations","Wittgenstein","analytic","Now I am seeing this as a knife and fork.","Now I am seeing this as a knife and fork.",1953,1986,41,"now i am seeing this as a knife and fork.","['now', 'am', 'seeing', 'this', 'as', 'knife', 'and', 'fork']","now -PRON- be see this as a knife and fork .",0,0,0,0,0,0,0,0,0,0
"582","Off The Beaten Track","Heidegger","phenomenology","This objectification of beings is accomplished in a setting before, a rep resenting ste/Jen aimed at bringing each being before it in such a way that the man who calculates can be sure","This objectification of beings is accomplished in a setting before, a rep resenting ste/Jen aimed at bringing each being before it in such a way that the man who calculates can be sure",1950,2001,184,"this objectification of beings is accomplished in a setting before, a rep resenting ste/jen aimed at bringing each being before it in such a way that the man who calculates can be sure","['this', 'objectification', 'of', 'beings', 'is', 'accomplished', 'in', 'setting', 'before', 'rep', 'resenting', 'ste', 'jen', 'aimed', 'at', 'bringing', 'each', 'being', 'before', 'it', 'in', 'such', 'way', 'that', 'the', 'man', 'who', 'calculates', 'can', 'be', 'sure']","this objectification of being be accomplish in a setting before , a rep resent ste / Jen aim at bring each be before -PRON- in such a way that the man who calculate can be sure",0,0,0,0,1,0,0,0,0,1
"583","Capital","Marx","communism","When this result is attained, the process is at an end.","When this result is attained, the process is at an end.",1883,1887,55,"when this result is attained, the process is at an end.","['when', 'this', 'result', 'is', 'attained', 'the', 'process', 'is', 'at', 'an', 'end']","when this result be attain , the process be at an end .",0,1,0,0,0,0,0,0,0,0
"584","Theodicy","Leibniz","rationalism","Most philosophers', he says, 'have fallen into error.","Most philosophers', he says, 'have fallen into error.",1710,2005,53,"most philosophers', he says, 'have fallen into error.","['most', 'philosophers', 'he', 'says', 'have', 'fallen', 'into', 'error']","Most philosopher ' , -PRON- say , ' have fall into error .",0,0,0,0,0,1,0,0,1,0
"585","Writing And Difference","Derrida","continental","Let us note that the depth of the Mystic Pad is simultaneously a depth without bottom, an infinite allusion, and a perfectly superficial exteriority: a stratification of surfaces each of whose relation to itself, each of whose interior, is but the implication of another similarly exposed surface.","Let us note that the depth of the Mystic Pad is simultaneously a depth without bottom, an infinite allusion, and a perfectly superficial exteriority: a stratification of surfaces each of whose relation to itself, each of whose interior, is but the implication of another similarly exposed surface.",1967,2001,297,"let us note that the depth of the mystic pad is simultaneously a depth without bottom, an infinite allusion, and a perfectly superficial exteriority: a stratification of surfaces each of whose relation to itself, each of whose interior, is but the implication of another similarly exposed surface.","['let', 'us', 'note', 'that', 'the', 'depth', 'of', 'the', 'mystic', 'pad', 'is', 'simultaneously', 'depth', 'without', 'bottom', 'an', 'infinite', 'allusion', 'and', 'perfectly', 'superficial', 'exteriority', 'stratification', 'of', 'surfaces', 'each', 'of', 'whose', 'relation', 'to', 'itself', 'each', 'of', 'whose', 'interior', 'is', 'but', 'the', 'implication', 'of', 'another', 'similarly', 'exposed', 'surface']","let -PRON- note that the depth of the Mystic Pad be simultaneously a depth without bottom , an infinite allusion , and a perfectly superficial exteriority : a stratification of surface each of whose relation to -PRON- , each of whose interior , be but the implication of another similarly expose surface .",0,0,1,0,0,1,1,2,3,4
"586","The Birth Of The Clinic","Foucault","continental","The 'seat' is merely the spatial insertion of the disease; it is the other morbid manifestations that designate its essence.","The 'seat' is merely the spatial insertion of the disease; it is the other morbid manifestations that designate its essence.",1963,2003,124,"the 'seat' is merely the spatial insertion of the disease; it is the other morbid manifestations that designate its essence.","['the', 'seat', 'is', 'merely', 'the', 'spatial', 'insertion', 'of', 'the', 'disease', 'it', 'is', 'the', 'other', 'morbid', 'manifestations', 'that', 'designate', 'its', 'essence']","the ' seat ' be merely the spatial insertion of the disease ; -PRON- be the other morbid manifestation that designate -PRON- essence .",1,0,1,1,0,2,0,0,2,0
"587","Being And Time","Heidegger","phenomenology","If the existential analytic is to make Dasein ontologically transparent in its very facticity, the factical, ontic tempo ral interpretation of history must also explicitly be given its due.","If the existential analytic is to make Dasein ontologically transparent in its very facticity, the factical, ontic tempo ral interpretation of history must also explicitly be given its due.",1927,1996,189,"if the existential analytic is to make dasein ontologically transparent in its very facticity, the factical, ontic tempo ral interpretation of history must also explicitly be given its due.","['if', 'the', 'existential', 'analytic', 'is', 'to', 'make', 'dasein', 'ontologically', 'transparent', 'in', 'its', 'very', 'facticity', 'the', 'factical', 'ontic', 'tempo', 'ral', 'interpretation', 'of', 'history', 'must', 'also', 'explicitly', 'be', 'given', 'its', 'due']","if the existential analytic be to make Dasein ontologically transparent in -PRON- very facticity , the factical , ontic tempo ral interpretation of history must also explicitly be give -PRON- due .",0,0,0,0,0,0,0,0,0,0
"588","Ethics","Spinoza","rationalism","there is no modification of the body, whereof we cannot form some clear and distinct conception.","there is no modification of the body, whereof we cannot form some clear and distinct conception.",1677,2003,96,"there is no modification of the body, whereof we cannot form some clear and distinct conception.","['there', 'is', 'no', 'modification', 'of', 'the', 'body', 'whereof', 'we', 'cannot', 'form', 'some', 'clear', 'and', 'distinct', 'conception']","there be no modification of the body , whereof -PRON- can not form some clear and distinct conception .",0,0,0,0,0,0,0,0,0,0
"589","Dialogues Concerning Natural Religion","Hume","empiricism","The question is still reasonable, why this particular succession of causes existed from eternity, and not any other succession, or no succession at all.","The question is still reasonable, why this particular succession of causes existed from eternity, and not any other succession, or no succession at all.",1779,2009,152,"the question is still reasonable, why this particular succession of causes existed from eternity, and not any other succession, or no succession at all.","['the', 'question', 'is', 'still', 'reasonable', 'why', 'this', 'particular', 'succession', 'of', 'causes', 'existed', 'from', 'eternity', 'and', 'not', 'any', 'other', 'succession', 'or', 'no', 'succession', 'at', 'all']","the question be still reasonable , why this particular succession of cause exist from eternity , and not any other succession , or no succession at all .",0,0,0,0,0,0,0,0,0,1
